body,Asker,Answered,Answered by,,
"at com.arjuna.ats.jbossatx.BaseTransactionManagerDelegate.setRollbackOnly(BaseTransactionManagerDelegate.java:123) at org.hibernate.ejb.AbstractEntityManagerImpl.markAsRollback(AbstractEntityManagerImpl.java:421) at org.hibernate.ejb.AbstractEntityManagerImpl.throwPersistenceException(AbstractEntityManagerImpl.java:576) at org.hibernate.ejb.AbstractEntityManagerImpl.throwPersistenceException(AbstractEntityManagerImpl.java:614) at org.hibernate.ejb.AbstractEntityManagerImpl$1.beforeCompletion(AbstractEntityManagerImpl.java:513) What's key here is that, from the transaction manager's perspective, the setRollbackOnly call precedes the exception - hibernate sets the tx to rollback before throwing the exception. So, the setRollbackOnly call IS the root cause of the transaction rolling back. JBTM-66 is not only present but functioning exactly as designed. As mentioned in the forum thread, this is arguably misuse of the api by hibernate. Of the alternatives proposed in the forum thread, chaining the deferredThrowable to the rollbackOnly trace won't work, as there is no deferredThrowable at the point in time that the setRollbackOnly call is made. So the only viable alternative seems to be using the deferredThrowable as the initCause of the rollback in preference to the rollbackOnlyCallerStackTrace in cases where both are available. Will that meet your needs?",,,,,
"Jonathan, Brilliant. As long as I can navigate the stack trace from the javax.ejb.EJBTransactionRolledbackException to the MySQLIntegrityConstraintViolationException (or at least the ConstraintViolationException) that would be awesome. I am happy to be the guinea pig and test this if you can work up a JAR for JBoss AS 5.1.0. Regards, Richard.",,,,,
"Jonathan, Actually I have no problem asking Hibernate to stop messing with causality, if that is what is happening. Perhaps this broke in JBoss 5.1.0 not because of a JBTM change but because of a Hibernate change? Could you please tell me which classes (even line numbers?) are suspect within the Hibernate code, and I will raise a JIRA with that team. Regards, Richard.",,,,,
"Johathan, can I ask you another question on a related topic(one that does not involve the client at all). If a business method in EJB session bean throws a RuntimeException in the JBoss log I see only this line: 11:32:12,550 ERROR [TxPolicy] javax.ejb.EJBTransactionRolledbackException No cause, no message, no nothing - the RuntimeException is however successfully relayed to the client, but I remember that in older JBoss version I used to get I full stack trace with the javax.ejb.EJBTransactionRolledbackException. What might be causing this problem?",,,,,
"Jonathan, As you asked, I asked someone from the Hibernate team (Steve Ebersole) about casuality. Steve has since responded, as have a couple other people. What is our next step to getting this resolved? Regards, Richard.",,,,,
"Was this fixed or not? I can't tell from the JIRA or the forum post. Assuming that it was, I will write this release note: Cause: In ArjunaCore which was included in JBoss Application Server 4.2 and previous, when a transaction rolled back, the <systemitem>RollbackException</systemitem> included the root cause of the exception. In JBoss Application Server 5.1, the exception no longer included this information, even though the information could still be found in a different area of the log file. Consequence: Developers who relied on the information included in the <systemitem>RollbackException</systemitem> in the older versions of JBoss Application Server found that their applications no longer worked as expected. Fix: The debugging information has been put back into the exception, so that it works as it did previously. Result: Developers can once again write code to take advantage of the debugging information found in the <systemitem>RollbackException</systemitem>.",,,,,
"I have not had chance yet to try this fix (I assume it will be in JBoss AS 6?) but I would like to thank everyone for their hard work on addressing it, especially as it was an unpopular request and 'went against the grain' of people's preferred architecture. I look forward to my code saying sensible error messages once again! Richard.",,,,,
LogFactoryInterface yields a AbstractLogInterface - how does one get from LogI18n to AbstractLogInterface? I confess this logging infrastructure is pretty baffling to me,,,,,
"I stuck with LogI18n initially because it was unclear how LogFactory can receive resource bundle information. I guess the key to solving resource bundles will indeed be some kind of nifty subclassing as we are limited to a single resource bundle instance per category. Would you consider simply moving to java.util.logging wholesale, and removing all the facade stuff completely? And by ""you"" I guess I mean ""me"", since it's my dumb idea. The only practical difficulty I see would be that I'd have to add a Level class so that you have DEBUG/TRACE instead of JUL's FINE/FINER/FINEST, but that's not too big a deal. The upside would be removing the dep on commons-logging and deleting a bunch of classes. At first glance I think the resource generation stuff would work OK with JUL.",,,,,
"Introduced a set of *EnvironmentBean classes and updated code to use them instead of accessing the property manager directly. The beans have hardcoded defaults that are overridden with values from the property manager (i.e. properties file / system properties ) when the bean is instantiated. Thereafter the bean is independent of the property manager. A handful of property manager usage remains, esp. in the orb portability layer which uses dynamically named properties that are difficult to map to fixed beans. Needs some further thought. Some more thought also needed to: capturing running config, since it's not necessarily the same as what's in the properties file. Some sort of bean state dumper, similar to what the module Info classes do? even stronger type safety - e.g. some beans have hostnames vs. InetAddresses, lists of classnames vs lists of classes - consider impact on injection systems and JMX API. dynamic reconfig mechanism - should updating bean properties automatically restart relevant parts of the system e.g. rebind listeners to new port without requiring full restart? but that's all for the next cycle. For now the type safety improvements are enough progress.",,,,,
huh? we already do - the syncs records are ordered and you can register one even during beforeCompletion as long as the new one has a order later in the sequence that the current one.,,,,,
"Having BasicAction put a timestamp in to its serialized data should work. Tricky questions like: should it be the time the tx was started? prepared? last written out, i.e. may change if the tx is partially recovered and then rewitten to the store? But the basic read/write of the timestamp should be pretty straightforward.",,,,,
"Hi Mike, Trying to work out whether this is something we want to support on 4.16.x branch right now. Do you know if it is fixed in 4.16.x yet? e.g. hoping to put 4.16.1 out on Friday and hopefully that would be the last version for EAP6. Tom",,,,,
"When I come to release 4.16.1 it is going to ask me what to do with this bug, is it in a state that it can be closed or does it need to move to 4.16.2 (or ideally 5.0.0.M2)?",,,,,
Is this bug resolved in 4.6.1.CP13?,,,,,
I fixed it in a private branch of JBOSSTS_4_6_1_GA_CP12. I am not aware of any CP13 branch. The details are in https://issues.jboss.org/browse/JBTM-522 including a link to the hudson job that tests the functionality. Has there been a decision on whether the backport will go into a 4.6.1 release? When/if it does then we should ask QA to include it in there test plan.,,,,,
Can we mark this as complete?,,,,,
"I looked at this from the perspective of EAP, i.e., what docs are needed there versus only needed in the community. TS docs outline for EAP distribution: In: 0..1 InstallGuide 1..1 ReleaseNodes (JIRA generated) FailureRecovery Guide Administration Guide (ArjunaCore as basis, with diffs from JTA and JTS) Programmers Guide (ArjunaCore with all TXOJ aspects removed; start with JTA) Separate Programmers guide for JTS and XTS (maybe separate Admin guides then?) Separate all JTS and XTS information into separate documents? JTS Quickstart Guide (should be expanded to cover JTA) Configuration guide (Administration Guide update) Out: Debugging documentation All TXOJ aspects from documentation Maybe: None. Duplicated: Tooling discussions Debugging discussions ObjectStore setup Errors",,,,,
Always check JIRA in case there's something similar (same?) there already ;-) Feel free to close one of them.,,,,,
"Marks description from the duplicate issue: {quote} We're working on WS-BA based compensation annotations. That's great, but can we refactor so that we can support compensations outside of WS-BA? ArjunaCore can support compensations without Web Services. Maybe the WS-BA annotations vanish entirely, or collapse down to a subset of what currently exists to support what is truly unique about WS-BA? {quote}",,,,,
"Are you sure the remote tests are actually running? Looks to me like they are turned off, hence no coverage. <target name=""run.tests""> ... <exclude name=""**/remote/**""/> ... </target>",,,,,
"[~tomjenkinson], what would you think about postponing this issue until JBTM-2571 is resolved? I think it'd be too dangerous to remove public classes or methods without having code coverage from all available tests. What do you think?",,,,,
"I have implemented draft 4 of the specification that resides at http://www.jboss.org/reststar/specifications/transactions.html with some amendments (documented in the docs directory). What's left: - hook it into the build releases target of JBossTS; - port the ""Night out"" demo from the previous REST-tx prototype; - track updates to the specification",,,,,
"Hi Paul, Is there any update on this one? Is it covered by any QS? Tom",,,,,
"Hi [~paul.robinson], Is there any update on this? We can't understand what is needed here. What is a standalone client in this context? Tom",,,,,
"Is there any documentation that explains what is going on here? Will JBossTS be still usable for JDBC connections? In what would consist the migration? We're using JBossTS in a JTA infrastructure where database queries are done through JDBC. The client code just uses JDBC connections (obtained through the transactional driver), while the global JTA transaction is controlled using Spring JTA transaction manager. The JBossTS backend, through the transactional driver and some of our glue code, is obtaining JTA connections through XA data sources created using the DynamicClass mechanism. We're working outside JEE, just plain Tomcat + JBossTS + Spring. How will the scenario change with JCA?",,,,,
The controlling property is com.arjuna.ats.arjuna.recovery.recoveryListener (in bean RecoveryEnvironmentBean). With a socket based recovery manager the TM/RM can easily detect whether another RM is managing an object store. Changing the default puts the onus on the user to make sure that only one RM is managing it. So my question is: is it the intention to make the user responsible for getting it right?,,,,,
"Would the same problem exist if you opened up two RMs on different ports but against the same ObjectStore? If so, +1 on the user getting it right.",,,,,
Release Note: Cause: The finalizer was not needed in the Statemanager. Consequence: ?? Fix: The finalizer was removed from the StateManager. Result: The finalizer is no longer in the StateManager.,,,,,
"Email from Jonathan re ArjunaTA: On 10/20/2010 11:39 PM, Misty Stanley-Jones wrote: > However, what would be IMMENSELY helpful is for someone to go through the Installation and Administration guides and highlight differences for me. well the JTA ones are simple... Install Guide: identical to core except for using ArjunaTA instead of ArjunaCore as the name throughout. Assuming that token is already parameterized in the core's docbook .xml the job's pretty much done already. P.S. IIRC the ArjunaTA name arose because of some legal hassle with using the term 'JTA' in that context. Anyone happen to know if that's still an issue and if so, have any good ideas for a better name? Admin Guide: as above, except: - extra section: 'prerequisites' basically saying you need to read the core docs too. Eventually we'll actually merge the docs and that paragraph will vanish but for now it probably needs keeping. - extra list entry in the xml code block for the RecoveryEnvironmentBean.recoveryExtensions in the peroidic recovery section. - extra para at the end: 'selecting the JTA implementation' I'll take a look at the JTS ones tomorrow. Jonathan.",,,,,
"Email from Jonathan re ArjunaJTS: JTS install guide is same as core except name and: - add first and last bullet point paras for 'preparing your system' section - add 'specifying the ORB to use' and 'the interface repository' sections' - the 'loading the distribution' section is obsolete, just junk it. - add 'installing into non-default location' section - operating system services needs additional note on PUT_JACORB_HOME_HERE - additional 'web services component' section. JTS admin guide is same as core except name and: - intro paragraph adds mention of web services - add 'OTS/J2EE transaction service management' (except it's now 'Java EE' not 'J2EE') - add 'web service transaction management' section - in periodic recovery section, RecoveryEnvironmentBean.recoveryExtensions module list is wrong for JTS - it should be per the xml in ArjunaJTS/jbossts-properties-arjunajts.xml - add 'orb specific configurations' section - add 'initialising JBossTS applications' section side note: the docs dialect is actually 'en_GB' not 'en_US', hence 'initialising' not 'initializing' and such. What is the company policy on this - do we need to standardise it? The docbook layout seems to assume the canonical version is en_US. Likewise A4 vs. US letter for pdf page size. Jonathan.",,,,,
"I'm in the process of validating the trace output from these tests and I think doing this automatically is not going to be a trivial process. I have some ideas around how the byteman scripts can be re-factored to simplify the validation process and to also improve scalability so that we can introduce more complex, multi-party tests. Therefore I am removing the requirement to validate the trace output from this issue. Validation will come in a later release. Hopefully this will turn this issue into a much more straight forward task. So to confirm, the requirements for this issue are to: # Run the tests as part of the AS7 testsuite (as per Ivo's pattern: https://github.com/istudens/jboss-as/compare/xts_tests#diff-0) # Automate the running of each crash recovery test without any Byteman rules. This provides some test coverage and ensures we have a valid system before the Byteman rules are applied. # Automate each valid combination of Byteman script to TestCase. The Byteman scripts specify which tests are available. # Gather the output from all test runs in separate files for ""eyeball validation"". Until this validation is automated, I (with the help of Andrew initially) will do this validation. The output files should be named ""<bytman script name>:<test class name>"". For example: ""ATCrashDuringCommit.MultiParticipantPrepareAndCommitTest"". Amos: does this make sense? Is this in line with how you are currently implementing the feature?",,,,,
"Also, I don't think we need Arquillian to crash the app server as Byteman is doing that for us. This is good as Arquillian is unlikely to have this feature as part of a JBoss AS release soon enough. Amos: Does this make sense, or am I missing something?",,,,,
"Hi, Please can you confirm that I am right in thinking you mean that we should remove the version numbers from the remaining dependencies in maven/pom-template.xml where they have a corresponding version number in the AS7 pom tree? Ta",,,,,
Isn't this duplicated by JBTM-1451?,,,,,
"Further to previous comment ... for instance what do we (or customers) expect from the statistics gathering routines in this new environment? Should it be measuring all transactions created and terminated in the JVM, or on a per transaction manager basis?",,,,,
"To address Davids requirement we need to support 1xArjunaCore (for the MSC) and 1xArjunaJTA||ArjunaJTS (for the EJB container). The problem is the recovery manager, are we expecting to launch two of those in the same VM? I presume we have to in order to cleanly separate the MSC from the EJB container (e.g. different object stores)",,,,,
"Why would we need to recovery managers? As long as the transactions are unique and things like the nodename are shared by recovery, it should be possible to have one instance.",,,,,
"Allowing multiple TMs in the same JVM is a generic statement and although WF needs this, there may be other users who want it for different reasons. I think we should either define this as a generic problem which we can try to solve for other use cases (do we know them all?) or we should refocus this solely on the WF use case and then come back to a more general requirement if/when it comes back up.",,,,,
"Modified demo so it works on AS7. This required moving the wsdl and handler xml around because AS7 won't load them from class-relative paths like it used to (like it ought to?). Also had to add module dependencies to org.jboss.xts for the client and org.jboss.xts + org.jboss.jts to the service (for example, it uses Uid from TS) Finally had to modify the context serialize/deserialize helper so it install the XTS module classloader on the thread before trying to invoke JAXB. This is necessary to ensure we can load the relevant JAXB implementation.",,,,,
"Firstly some background. It is possible to configure different stores for different purposes. Each store is a singleton so each store type is shared. We currently use at least four stores (XTS uses some others): - an action store for transaction and participant logs; - a recovery store (which defaults to the action store); - a state store for use with TxOj and is not used with JTA (or JTS); - a communications store for storing connectivity information such as ORB endpoints or transaction manager status items. Calling arjPropertyManager.getObjectStoreEnvironmentBean() looks up the default store and is equivalent to: BeanPopulator.getNamedInstance(ObjectStoreEnvironmentBean.class, ""default"") and is used to configure the action store. The other stores can be configured by looking up a specific named ObjectStoreEnvironmentBean. Use ""default"" or ""stateStore"" to configure the action and state stores respectively. Use ""communicationStore"" to configure the communications store. So the actual bug/feature is that looking up the default store environment bean via the properties manager (arjPropertyManager.getObjectStoreEnvironmentBean()) should return a bean that will configure all stores. Howeve this could be risky (for example it could interfere with XTS behaviour) so my preference would be to force the user to be specific about which stores he wants an environment bean for by making the getObjectStoreEnvironmentBean call take the store name as a parameter. But that leaves the difficult issue of how to specify which store to use in the properties file <entry key=""ObjectStoreEnvironmentBean.objectStoreType"">XYZStore</entry> since this entry is only applied to the default store. We could simply document the behaviour in jbossts-properties.xml and tell users to explicitly set the communications store programatically if required. So the communications store type would have to be set as follows: BeanPopulator.getNamedInstance(ObjectStoreEnvironmentBean.class, ""communicationStore"").setObjectStoreType(com.arjuna.ats.internal.arjuna.objectstore.VolatileStore.class.getName()); Is this latter approach acceptable to all concerned?",,,,,
"Thanks Mike, I presume you have confirmed nothing is created on disk in that scenario? Perhaps your resolution could be to update the documentation in the ArjunaCore programmers guide (or wherever it is we document ObjectStores) in the github (head/trunk/master whatever you want to call it) version. Note, do not add it to the documentation under docs/ as that is platform docs and this ObjectStore feature is not supported in EAP",,,,,
"Could you please increase the priority of this bug, or at least give it some sort of schedule? Defect analysis becomes a nightmare without any sort of exception chaining.",,,,,
"Hi Andrew, hi Jonathan, what is the fix version that includes the whole fix? 4.14? Thanks in advance!",,,,,
Steps: * Agree on suitable set. * Ensure they are testable and tested via Hudson. * Non-standalone ones need a way of grabbing the AS deps * Must follow the AS7 quickstart rules,,,,,
"Thanks Andrew, I think that we need to make this clearer to the user somehow. Maybe we can update the readme.txt to clarify where the emma.jar in ext is coming from?",,,,,
Does this work? Are you ready to create a pull request?,,,,,
Yeah I think we can either defer this issue or simply close it (and re-open later if we ever want to revisit the issue). Agreed?,,,,,
"Hi Paul, I don't think EAP5 support is something we should drive any longer, if you are happy this is resolved on EAP6 can we update the fixversions, subject etc and resolve and close this one? Thanks, Tom",,,,,
"[~tomjenkinson], these test still don't work. Shall I investigate further or keep them ignored?",,,,,
"Yeah, I considered the tx reaper, but what about if the timeout is 0?",,,,,
"The main questions I have are: 1. where would this file be written to, is it ok to write to current working directory? 2. the XID would have this integer in its bqual, therefore, are there possibly none-TS tools that would want to read the bqual and need to read meaningful information regarding the EIS without the benefit of our utility classes?",,,,,
Do we need pseudo support for idlj? [tom@tomsfc15 JBOSSTS_4_15_0_Final]$ find . -name \*idl -exec grep -l pseudo {} \; ./install/jacorb/idl/omg/Corba.idl ./install/jacorb/idl/omg/orb.idl ./install/jacorb/idl/omg/CosTSPortability.idl ./install/jacorb/idl/omg/CosNaming.old.idl ./install/jacorb/idl/omg/PortableServer.idl ./ArjunaJTS/build/install/jacorb/idl/omg/Corba.idl ./ArjunaJTS/build/install/jacorb/idl/omg/orb.idl ./ArjunaJTS/build/install/jacorb/idl/omg/CosTSPortability.idl ./ArjunaJTS/build/install/jacorb/idl/omg/CosNaming.old.idl ./ArjunaJTS/build/install/jacorb/idl/omg/PortableServer.idl ./ArjunaJTS/jacorb/idl/omg/Corba.idl ./ArjunaJTS/jacorb/idl/omg/orb.idl ./ArjunaJTS/jacorb/idl/omg/CosTSPortability.idl ./ArjunaJTS/jacorb/idl/omg/CosNaming.old.idl ./ArjunaJTS/jacorb/idl/omg/PortableServer.idl,,,,,
"When creating the jobs, you can probably copy: http://172.17.131.2/view/Narayana+BlackTie/job/narayana-java6/ and http://172.17.131.2/view/Narayana+BlackTie/job/narayana-java7/ Maybe rename the old jobs narayana-jacorb-java6 and the new job narayana-idlj-java6 and so on",,,,,
Will it work on OpenJDK?,,,,,
"Ah, ok. So what you are saying is that this will work on Hudson as you have fixed this problem before for other jobs?",,,,,
"Paul, what CI environment did you mean in your comment [1]? Yes, I was talking about Hudson as it is the primary environment for QE testing. If I run the tests locally on my laptop I usually don't need headless mode as I want to see how the test is going and thus see its actions performed in Firefox in front of my eyes. This is the reason why the tests look so at the moment. But I can change them to better fit to your requirements. On Hudson if you want to run a selenium test you need to enable 'Run Xvnc during build' and select some of selenium slaves at 'Label Expression'. Then the selenium test should work. [1] https://issues.jboss.org/browse/JBTM-948?focusedCommentId=12661667&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-12661667",,,,,
We have such a thing in place now as far as I can see. Let's close this?,,,,,
"Hi Amos, is this closed?",,,,,
"Quick notes after Andrew explained the XTS structure to me: {quote} XTS project layout WS-AS, Activity service (needed? - yes but need to know why) WS-CF (general purpose context management), useful WS-C Client and coordinator side impl of the oasis standard (current) Activation and registration service WS-T oasis TX protocol specific services for client, coord, ws negotiation (WS-AT and WS-BA) WS-TX JBoss specific APIs which drive WS-C and WS-T services {quote}",,,,,
"what is the setup of your test? If I have a single JBoss server talking to oracle then it works fine. When I try the following scenario is when I get the problem (both server 4.0.3 SP1 and JBossts 4.2): Server1 : starts the global distributed transaction, performs local oracle database operations and calls a server2Bean on server2 // this method has the tx ""required"" attribute in ejb-jar.xml performGlobalTx(){ doSomething(); // do oracle operations server2Bean.doSomething(); // call remote jboss Server2 } Server2: the bean on this server updates the same oracle database: doSomething(){ performDBOperations...; // here is where I get the exceptions reported in the forum <<<<--------------------here }",,,,,
Playing Devil's Advocate: and what happens to certain modules that are only every touched by one person who may not like the specific code style?,,,,,
"{quote} Playing Devil's Advocate: and what happens to certain modules that are only every touched by one person who may not like the specific code style? {quote} This causes problems as you can't put checks in the build process to prevent rogue-formatted code from being committed. It also makes it harder, should another developer need to work on this module as they need to ensure they don't apply the common code format. I don't personally like the AS7 code format, but I have to use it when i work on the AS7 codebase. However, I'd be happy to get used to it if we get the benefits of a common style in Narayana.",,,,,
"I think this should apply to all modules hanging off the root narayana pom. The following statements should be taken assuming we do decide to reformat: I don't think we have any modules that fulfil the property of being isolated to the single developer degree, some could be at the moment but in the long term are very unlikely to be. Incubator style modules - e.g. STM - where there is a single developer working on it at the moment, probably don't need the formatting *right now*, but before they become .Final and as such become community supported I believe they would need to follow the consistent style as the developer has contributed that work to the public domain and adhering to a formatting will make it easier for other developers to then submit patches/pull reqs. Also, a note to the above statement, if we don't like the AS7 style potentially we could develop our own (negating one positive which would is consistency with AS7). I am of the opinion of where I don't really mind what the code looks like (within reason) so long as it all looks the same?",,,,,
"{quote} Also, a note to the above statement, if we don't like the AS7 style potentially we could develop our own (negating one positive which would is consistency with AS7). I am of the opinion of where I don't really mind what the code looks like (within reason) so long as it all looks the same? {quote} There's nothing wrong with the AS7 style (IMO). I am the one with the problem as I am not familiar with that codestyle. I'm sure that over time I would get used the the AS7 style and no longer like my current style.",,,,,
"In case the fpaste expires: {code} package org.jboss.wsf.stack.cxf.interceptor; import javax.management.ObjectName; import javax.xml.ws.WebServiceContext; import javax.xml.ws.handler.MessageContext; import org.apache.cxf.jaxws.context.WrappedMessageContext; import org.jboss.wsf.spi.SPIProviderResolver; import org.jboss.wsf.spi.classloading.ClassLoaderProvider; import org.jboss.wsf.spi.deployment.Endpoint; import org.jboss.wsf.spi.deployment.Reference; import org.jboss.wsf.spi.invocation.EndpointAssociation; import org.jboss.wsf.spi.management.EndpointRegistry; import org.jboss.wsf.spi.management.EndpointRegistryFactory; public class XTSHandler { //.... public Object getEndpointInstance() { Endpoint endpoint = EndpointAssociation.getEndpoint(); Reference ref = endpoint.getInstanceProvider().getInstance(endpoint.getTargetBeanName()); return ref.getValue(); } public Object getEndpointInstanceCXF(MessageContext ctx) { Endpoint endpoint = ((WrappedMessageContext)ctx).getWrappedMessage().getExchange().get(Endpoint.class); Reference ref = endpoint.getInstanceProvider().getInstance(endpoint.getTargetBeanName()); return ref.getValue(); } public Object getEndpointInstanceCXF(WebServiceContext ctx) { return getEndpointInstanceCXF(ctx.getMessageContext()); } public Object getEndpointInstanceUsingRegistry() { ClassLoader cl = ClassLoaderProvider.getDefaultProvider().getServerIntegrationClassLoader(); EndpointRegistryFactory eprFac = SPIProviderResolver.getInstance(cl).getProvider().getSPI(EndpointRegistryFactory.class, cl); EndpointRegistry registry = eprFac.getEndpointRegistry(); Endpoint endpoint = null; for (ObjectName on : registry.getEndpoints()) { Endpoint ep = registry.getEndpoint(on); //somehow identify your endpoint... name? address? if (ep.getAddress().equals(""...."")) { endpoint = ep; } //... } Reference ref = endpoint.getInstanceProvider().getInstance(endpoint.getTargetBeanName()); return ref.getValue(); } } {code}",,,,,
